Cell_architecture,Substrate_stack_sequence,ETL_stack_sequence,ETL_additives_compounds,ETL_deposition_procedure,Perovskite_composition_none_stoichiometry_components_in_excess,Perovskite_additives_compounds,Perovskite_deposition_procedure,DMF_DMSO,Perovskite_deposition_quenching_media,HTL_stack_sequence,HTL_additives_compounds,Backcontact_stack_sequence,Backcontact_thickness_list,Perovskite_deposition_solvents_IPA,Perovskite_deposition_thermal_annealing,prob
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation | Evaporation,Stoichiometric,PbS-QDs,Spin-coating,0.8803593000473746,Chlorobenzene,PTAA,NPB,AgAl,244.93519589621852,0,20; 90-30.0; 180.0,0.9245998638401736
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,PbI2,HATNA,Spin-coating,0.6893261137992146,Diethyl ether,PTAA,PolyTPD,AgAl,75.64178207454421,0,60; 85-1.0; 25.0,0.9245835154359451
pin,SLG | ITO,C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,none,H2O,Spin-coating,0.9330554558894334,Chlorobenzene,PTAA,NPB,Al,401.94884125559975,0,25; 100.0-10.0; 5.0,0.9244310799637248
nip,SLG | FTO,SnO2-c,AlCl3,Spin-coating,Pb,E2CA,Spin-coating,0.7753733107175029,Chlorobenzene,PTAA,TPFB,Ag,286.52586730978715,0,100.0-120.0,0.9244301146592722
nip,SLG | FTO,TiO2-c,HCl,Spin-coating,PbI2,EAPP,Spin-coating,0.9314919984903514,Chlorobenzene,PTAA,Li-TFSI,AgAl,533.6423219584966,0,100.0-10.0,0.9243228881089465
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,PbCl2,MACSN,Spin-coating,0.7064133764681642,Chlorobenzene,PTAA,PolyTPD,Al,488.74980475255643,0,60.0; 85.0-2.0; 25.0,0.9242678489029481
pin,SLG | ITO,SnO2-np,Undoped,Spin-coating,Stoichiometric,HATNA,Spin-coating,0.7609095663416452,Diethyl ether,PTAA,TAPC,AgAl,153.70225833855952,0,25.0-5.0,0.9242440448074086
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,PbI2; PbBr2,DA2PbI4,Drop-infiltration,0.8718499368384723,Chlorobenzene,PTAA,TAPC,Ca | Al,444.80823346460784,0,60; 100-2.0; 10.0,0.9242090780299214
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,Stoichiometric,NMA,Spin-coating,0.9630745568765909,Diethyl ether,PTAA,TAPC,Ca | Al,383.9976257484978,0,90.0-30.0,0.924208475511811
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,MACSN,Spin-coating,0.9254525791050133,Chlorobenzene,PTAA,TAPC,Ca | Al,431.01049355057154,0,60.0-30.0,0.9241294493726959
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,Stoichiometric,NH4SCN,Spin-coating,0.8135098745747055,Chlorobenzene,PTAA,TAPC,Ca | Al,120.56813614443888,0,210.0-10.0,0.9241162756265769
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,HATNA,Spin-coating,0.7112789212261194,Diethyl ether,PTAA,F4-TCNQ,Ag,82.66642560777562,0,65.0; 100-1.0; 2.0,0.9240765007048585
nip,SLG | FTO,TiO2-c,Mo,Spin-coating,PbI2,EtOH; MA,Spin-coating,0.8653572086985494,Chlorobenzene,Spiro-MeOTAD,Li-TFSI,MoO3 | Au,509.5993629264249,0,100.0-105.0,0.9239631906946748
nip,SLG | FTO,TiO2-c,Mo,Spin-coating,PbI2,EtOH; MA,Spin-coating,0.8696779116461453,Chlorobenzene,Spiro-MeOTAD,Li-TFSI,MoO3 | Au,470.5339130216751,0,100.0-144.0,0.9239449365291855
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,Stoichiometric,MA,Spin-coating,0.7656452593278797,Diethyl ether,P3CT-N,Undoped,Al,93.58129128746482,0,65; 100-1.0; 60.0,0.9238591023167598
nip,SLG | FTO,TiO2-c,TiCl4,Spin-coating,PbI2,GuaI,Spin-coating,0.9770211354794122,Chlorobenzene,PTAA,LAD,AgAl,140.13544839865645,0,0.0; 90.0-10.0; 50.0,0.9237574931006006
nip,SLG | FTO,TiO2-c,Undoped,Dipp-coating,PbI2,Urea,Spin-coating,0.9450020783261931,Toluene,PTAA,Li-TFSI,AgAl,517.62776325081,0,100.0-2.0,0.9237022545854419
nip,SLG | FTO,TiO2-c,Zr,Spin-coating,PbCl2,Polyimide,Spin-coating,0.7530575334131644,Toluene,Spiro-MeOTAD,JQ1; Li-TFSI; TBP,Au,279.37066435473594,0,100.0-150.0,0.9236722527599986
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,none,Ca,Spin-coating,0.8622939475851127,Chlorobenzene,PTAA,TAPC,AgAl,291.43200964217164,0,50; 100-5.0; 10.0,0.9234180715133533
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,PbI2; PbBr2,Cl; DPE,Spin-coating >> CBD,0.8599171164479459,Chlorobenzene,PTAA,F4-TCNQ,AgAl,56.55190454261294,0,60.0-120.0,0.9233707991460244
pin,SLG | ITO,PCBM-60 | BCP,MAI ,Spin-coating | Spin-coating,Pb,DA2PbI4,Spin-coating,0.7587573542145083,Chlorobenzene,PTAA,TAPC,AgAl,373.94623659176244,0,40; 100-3.0; 10.0,0.9233523136749572
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,Stoichiometric,Isatin-Cl,Spin-coating,0.7560014411346827,Chlorobenzene,PTAA,TAPC,AgAl,52.213817762685366,0,60.0; 80.0-1.0; 2.0,0.9233492842072878
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,PbI2,PMA,Spin-coating,0.6000382707011476,Diethyl ether,PTAA,PolyTPD,AgAl,72.27008454673586,0,60-30.0,0.9233358222273312
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,Stoichiometric,MACSN,Spin-coating,0.9313023446355876,Chlorobenzene,PTAA,NPB,Ca | Al,216.587756800846,0,60; 105-45.0; 70.0,0.9232800200648551
pin,SLG | ITO,PCBM-60 | BCP,,Spin-coating | Spin-coating,none,ITIC,Spin-coating,0.7292294945977424,Chlorobenzene,PTAA,PolyTPD,AgAl,344.3604055973791,0,65.0; 100.0-2.0; 4.0,0.9232567396691412
nip,SLG | FTO,SnO2-np,Guanidinium chloride,Spin-coating,PbI2,E2CA,Spin-coating,0.7452079677807397,Chlorobenzene,PTAA,TPFB,Al,389.9926642278431,0,100.0-25.0,0.9232117413046719
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,Cs,Spin-coating,0.2800058029977892,Diethyl ether,PTAA,NPB,Au,82.43890923331303,0,40.0-40.0,0.9232067179391259
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,none,NH4SCN,Spin-coating,0.9001746255122762,Chlorobenzene,PTAA,TAPC,Ca | Al,270.86880949606956,0,60; 85-2.0; 25.0,0.9230110429651627
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,none,ITIC,Spin-coating,0.971896016969792,Chlorobenzene,PTAA,F4-TCNQ,AgAl,351.85951168077617,0,25.0; 90.0-30.0; 180.0,0.9230009364296253
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,AgI,Spin-coating >> CBD,0.8272782895438926,Chlorobenzene,PTAA,TAPC,AgAl,120.30201467761957,0,220.0-10.0,0.9229673729113603
nip,SLG | FTO,TiO2-c,HCl,Spin-coating,PbCl2,PVP,Spin-coating,0.9289511939034908,Diethyl ether,PTAA,TPFB,AgAl,183.95787065106515,0,100.0-4.0,0.9229497810454591
pin,SLG | ITO,PCBM-60 | BCP,,Spin-coating | Spin-coating,PbAc2,ITIC,Spin-coating,0.8362677988485302,Chlorobenzene,PTAA,TAPC,AgAl,144.9536306162342,0,60; 100-1.0; 60.0,0.9228641131765212
nip,SLG | FTO,SnO2-c,Undoped,CBD,Pb,Graphene oxide,Spin-coating,0.4907719032377801,Chlorobenzene,PTAA,O2,AgAl,263.5869806020712,0,65.0-10.0,0.9228211695446873
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,none,Cl; DPE,Spin-coating >> CBD,0.7457335802915547,Chlorobenzene,PTAA,F4-TCNQ,Al,82.25841539610863,0,60; 100-1.0; 4.0,0.9227420267261295
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,PbAc2,Cl; DPE,Spin-coating >> CBD,0.7726628962483563,Chlorobenzene,PTAA,NPB,AgAl,354.85827403660375,0,50; 100-10.0; 60.0,0.9226221897686726
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,PbI2; PbBr2,Phenylethylammonium iodide,Spin-coating >> CBD,0.7310831000063032,Diethyl ether,PTAA,F8BT,Ag,72.08448529518991,0,60; 100-15.0; 30.0,0.9225895366832176
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,Diiodooctane,Spin-coating >> CBD,0.8466508955422247,Chlorobenzene,PTAA,TAPC,AgAl,155.05302297130444,0,115.0-30.0,0.9225346333711683
nip,SLG | FTO,SnO2-c,Ti3C2,Spin-coating,PbI2,CdCl2,Spin-coating,0.726687493675234,Diethyl ether,P3HT,Li-TFSI,AgAl,320.4568564312357,0,100.0-4.0,0.9225275143741883
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,Rb,Drop-infiltration >> CBD,0.8138688885732646,Chlorobenzene,PTAA,PolyTPD,AgAl,240.48183648339824,0,60; 85-2.0; 25.0,0.9223379212220897
nip,SLG | FTO,SnO2-c,Graphene-QDs,Spin-coating,MAI,DA2PbI4,Spin-coating,0.7809324761675637,Chlorobenzene,PTAA,Li-TFSI; TBP,AgAl,160.44754227007587,0,70.0; 100.0-1.0; 2.0,0.9223013909621538
nip,SLG | FTO,TiO2-c,HCl,Spin-coating,PbI2,C4F8I2,Spin-coating,0.9800505043889182,Toluene,PTAA,Li-TFSI,AgAl,141.9216082631247,0,0.0; 90.0-10.0; 50.0,0.9222619406323539
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation,Stoichiometric,NH4SCN,Spin-coating,0.8734636491667142,Chlorobenzene,PTAA,NPB,AgAl,124.18515905689858,0,55.0-15.0,0.9220712457600281
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,Cl; DPE,Spin-coating >> CBD,0.8121537281882166,Chlorobenzene,PTAA,F8BT,Ag,82.00362791831434,0,60.0; 85.0-2.0; 25.0,0.921944442791001
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,Cs,Spin-coating,0.7235362191055869,Diethyl ether,PTAA,F4-TCNQ,Al,141.60508581640377,0,60.0-120.0,0.9218991998713439
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,MA,Spin-coating,0.6671424359460066,Diethyl ether,PTAA,NPB,Al,91.63135400855505,0,60; 100-10.0; 15.0,0.9218574627136052
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,Mn,Spin-coating,0.9993630660938079,Chlorobenzene,PTAA,PolyTPD,AgAl,411.04693127730366,0,60; 80-2.0; 5.0,0.921819559321568
nip,SLG | FTO,SnO2-c,SnCl2; MercaptoPropionic acid; Urea,Spin-coating,NH4Cl,Benzoquinone,Spin-coating >> CBD,0.7628935377865093,Chlorobenzene,PTAA,O2,Ag,302.1837870067162,0,100.0-144.0,0.9216971574221607
pin,SLG | ITO,PCBM-60 | BCP,MAI ,Spin-coating | Spin-coating,none,Carbon-nt,Spin-coating,0.8080309127511986,Chlorobenzene,PTAA,TAPC,Al,149.56751045110607,0,60; 80-2.0; 5.0,0.921238781313952
nip,SLG | FTO,SnO2-c,Ti3C2,Spin-coating,NH4Cl,AgI,Spin-coating >> CBD,0.8090947274092942,Chlorobenzene,PTAA,Li-TFSI,Ag,317.80377149622126,0,100.0-144.0,0.9211082814853523
nip,SLG | FTO,SnO2-c,MoCl5,Spin-coating,NH4Cl,NMA,Spin-coating,0.707935010829441,Diethyl ether,PTAA,O2,Ag,379.8490894856178,0,0.0; 90.0-10.0; 50.0,0.9210373644970364
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation,PbI2; PbBr2,NH4SCN,Spin-coating,0.938709217186304,Chlorobenzene,PTAA,NPB,Cu,359.40000269652506,0,60; 100-3.0; 20.0,0.9209816283244633
nip,SLG | FTO,TiO2-c,Phosphotungstic acid; WCl6,Spin-coating,PbI2,KI,Spin-coating,0.93051242698852,Diethyl ether,Spiro-MeOTAD,Spiro-(TFSI)2,MoO3 | Au,499.7651848465641,0,100.0-3.0,0.9209498967068785
nip,SLG | FTO,TiO2-c,Cs,Spin-coating,PbI2,CNDs@K,Spin-coating,0.9774780988892966,Diethyl ether,PTAA,TPFB,AgAl,120.7879293712826,0,100.0-110.0,0.9208894594647982
nip,SLG | FTO,TiO2-c,Samarium,Spin-coating,PbI2; PbBr2,Graphene-QDs,Spin-coating,0.9738710095085457,Chlorobenzene,Spiro-MeOTAD,Li-TFSI,MoO3 | Al,462.14918004159097,0,100.0-95.0,0.9208532627263114
nip,SLG | FTO,SnO2-c,Undoped,ALD,NH4Cl,Methimazole,Spin-coating,0.8848588003811186,Diethyl ether,PTAA,Li-TFSI,AgAl,145.98043477047636,0,65.0; 100.0-1.0; 5.0,0.9208468305653564
nip,SLG | FTO,TiO2-c,Al,Spin-coating,PbI2,Hexamethylphosphoramide,Spin-coating,0.9463538894049499,Chlorobenzene,PTAA,Li-TFSI,AgAl,157.96182917228833,0,100.0-10.0,0.9207525741199701
nip,SLG | FTO,SnO2-np,Potassium O-hexyl xanthate,Spin-coating,PbCl2,MOF,Doctor blading,0.7989519652043383,Toluene,PTAA,TPFB,AgAl,356.0043185029828,0,100.0-15.0,0.9206231717144766
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,Mn,Spin-coating,0.782014964686111,Chlorobenzene,PTAA,F8BT,AgAl,82.3677643718977,0,25; 95-5.0; 60.0,0.9205909117844191
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,PbI2,ITIC,Spin-coating,0.8430223825084707,Chlorobenzene,PTAA,NPB,AgAl,414.4811889070242,0,50.0-45.0,0.9205430358249291
nip,SLG | FTO,TiO2-c,Zn,Spin-coating,PbI2,PAA,Spin-coating,0.6988268653749068,Diethyl ether,PTAA,Li-TFSI,AgAl,350.943393944825,0,100.0-15.0,0.9204968491992574
nip,SLG | FTO,TiO2-c,Tantalum(V) ethoxide,Spin-coating,PbAc2,Imidazole,Spin-coating,0.8774510430128941,Diethyl ether,Spiro-MeOTAD,JQ2; Li-TFSI; TBP,MoO3 | Au,461.8357048297917,0,100.0-45.0,0.9204707978244799
nip,SLG | FTO,TiO2-c,TOPD,Spin-coating | Spin-coating,PbI2,HMTA,Spin-coating,0.8877504235232333,Chlorobenzene,Spiro-MeOTAD,FK211,AgAl,103.84110136913118,0,100; 120-90.0; 10.0,0.9204074257768649
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,Stoichiometric,Mn,Spin-coating,0.7392499434220948,Chlorobenzene,PTAA,F4-TCNQ,AgAl,92.35991434397243,0,60; 85-2.0; 25.0,0.9202976105785491
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,MACl,Rb,Drop-infiltration,0.7399794043895693,Chlorobenzene,PTAA,TAPC,AgAl,78.18925732933853,0,65.0; 100-3.0; 10.0,0.9202932004239169
nip,SLG | FTO,SnO2-c,Graphene-QDs,Spin-coating,NH4Cl,AgI,Spin-coating >> CBD,0.7692709274859556,Chlorobenzene,PTAA,O2,Ag,322.2634113982355,0,100.0-150.0,0.9202097648073321
nip,SLG | FTO,TiO2-c,Ethanolamine,Spin-coating,PbAc2,SWCNTs,Spin-coating,0.8543130492292292,Diethyl ether,Spiro-MeOTAD,JQ3; Li-TFSI; TBP,MoO3 | Au,396.699792999222,0,100.0-180.0,0.9201805901124098
nip,SLG | FTO,TiO2-c | Al2O3-mp,Undoped,Spin-coating | Spin-coating,NH4Cl,CsPbBr3-np,Spin-coating,0.8026339993293163,Chlorobenzene,PTAA,F4-TCNQ,Ag,385.9105932275452,0,100.0-144.0,0.9201711188676899
nip,SLG | FTO,TiO2-c,Samarium,Spin-coating,PbAc2,H2O,Spin-coating,0.8282504107500652,Diethyl ether,Spiro-MeOTAD,JQ2; Li-TFSI; TBP,MoO3 | Au,415.74144312399244,0,100.0-10.0,0.9200329083428547
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,NH4I,Spin-coating,0.932100602960549,Chlorobenzene,PTAA,PolyTPD,MoO3 | Ag,369.4665344963212,0,60-60.0,0.9196849868782012
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,PbI2,CsPbBr3-np,Spin-coating,0.9663867521068482,Chlorobenzene,PTAA,F4-TCNQ,AgAl,364.2623538500436,0,60; 100-30.0; 90.0,0.9196742836992722
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,Spin-coating | Spin-coating,Pb,PVA,Spin-coating,0.8236681368153246,Chlorobenzene,PTAA,TPFB,AgAl,305.2126307734068,0,60.0-30.0,0.9196342463740357
nip,SLG | FTO,SnO2-c,Ti3C2,Spin-coating,NH4Cl,Zn,Spin-coating,0.7915125653744106,Chlorobenzene,PTAA,LAD,Ag,396.1360463182069,0,100.0-55.0,0.9195986390151707
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,Benzoquinone,Spin-coating >> CBD,0.819135898729711,Chlorobenzene,PTAA,TAPC,AgAl,128.72664920836957,0,60.0; 100-2.0; 5.0,0.9195586919194192
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,ITIC,Spin-coating,0.8392628314662284,Chlorobenzene,PTAA,TAPC,AgAl,256.42015829005635,0,110-60.0,0.9195266576065668
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,Stoichiometric,Agarose,Spin-coating,0.8208060839669475,Ethyl acetate,PTAA,TAPC,Ag,235.48423941039533,0,60; 110-1.0; 10.0,0.9194992166099468
nip,SLG | FTO,TiO2-c,Zr,Spin-coating,PbCl2,PEA,Spin-coating,0.8032985044459637,Chlorobenzene,Spiro-MeOTAD,Li-TFSI; TBP,MoO3 | Au,284.88816744796634,0,100.0-150.0,0.9193234191823306
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,Rb,Drop-infiltration,0.8872179511814597,Chlorobenzene,PTAA,PolyTPD,Ag,286.083137527292,0,60.0; 100.0-5.0; 10.0,0.9193225246686152
nip,SLG | FTO,TiO2-c,Y,Spin-coating,PbAc2,Rhodanina,Spin-coating,0.7377689273001998,Chlorobenzene,Spiro-MeOTAD,JQ1; Li-TFSI; TBP,MoO3 | Au,410.14794030364106,0,100.0-150.0,0.9190817615883617
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,none,MACSN,Spin-coating,0.8789199589630637,Chlorobenzene,PTAA,PolyTPD,Ag,374.5766760562949,0,50; 100-1.0; 10.0,0.9190760581090637
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,Stoichiometric,Carbon-nt,Spin-coating,0.9584035848875244,Chlorobenzene,PTAA,F8BT,AgAl,113.21311933185383,0,105.0-5.0,0.9189773038484877
nip,SLG | FTO,TiO2-c,rGraphene oxide,Spin-coating,PbI2,BAI,Spin-coating,0.9001763360093717,Chlorobenzene,PTAA,Li-TFSI; TBP,AgAl,102.56748505997426,0,100.0-95.0,0.9188101196259111
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,PbI2; PbBr2,MACSN,Spin-coating,0.8455733471654323,Chlorobenzene,PTAA,NPB,Ag,123.99580020611532,0,135.0-5.0,0.9185826270357411
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,SA-1,Spin-coating,0.8082121776104465,Chlorobenzene,PTAA,F8BT,AgAl,90.82716367576526,0,60.0-20.0,0.9185410452574417
nip,SLG | FTO,TiO2-c,Zr,Spin-coating,PbCl2,PCBM-nw,Spin-coating,0.7726881405869077,Chlorobenzene,Spiro-MeOTAD,Li-TFSI; TBP,MoO3 | Au,255.34716162810236,0,100.0-120.0,0.9183145584734608
nip,SLG | ITO,TiO2-c,CF3NaO2S,Spin-coating,PbI2; PbBr2,TFBA,Spin-coating,0.78971615883925,Diethyl ether,Spiro-MeOTAD,Li-TFSI; TBP,MoO3 | Al,423.64355010732623,0,100.0-100.0,0.9183116999710538
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,PbI2; PbBr2,PbC2N2S2,Spin-coating,0.8506564289359764,Chlorobenzene,PTAA,TAPC,Ca | Al,362.5977646826396,0,210.0-10.0,0.9182335979648452
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,none,DA2PbI4,Spin-coating,0.9339992979486834,Chlorobenzene,PTAA,F8BT,Al,372.11882592247247,0,60; 80-1.0; 2.0,0.9181886239895405
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating | Spin-coating,PbI2,2Ph-ox,Spin-coating,0.9590850227214182,Chlorobenzene,PTAA,O2,AgAl,523.7653880286864,0,100.0-150.0,0.918128500936406
nip,SLG | FTO,SnO2-c,MoCl5,Spin-coating,MAI,DCL97,Spin-coating,0.890171345521944,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,173.69358077245698,0,60.0; 80.0-1.0; 2.0,0.918082933250768
nip,SLG | FTO,TiO2-c,NaCl,Spin-coating,PbI2,SA-1,Spin-coating,0.9291797639136683,Chlorobenzene,Spiro-MeOTAD,JQ2; Li-TFSI; TBP,MoO3 | Au,429.55013593686704,0,100.0-20.0,0.9180416038594987
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,none,NH4SCN,Spin-coating,0.7945620247902503,Chlorobenzene,PTAA,NPB,Ca | Al,173.88274807299612,0,60.0-2.0,0.917892973643158
nip,SLG | FTO,TiO2-c,Samarium,Spin-coating,PbI2; PbBr2,EtOH; MA,Spin-coating,0.9798377523375358,Chlorobenzene,Spiro-MeOTAD,JQ3; Li-TFSI; TBP,MoO3 | Al,461.23481057213445,0,100.0-90.0,0.9178666820033478
nip,SLG | FTO,TiO2-c,Ethanolamine,Spin-coating,PbAc2,CuSCN,Spin-coating,0.8168952257090825,Chlorobenzene,Spiro-MeOTAD,Li@C60-TFSI; TBP,MoO3 | Au,228.57389756893292,0,100.0-2.0,0.9178201535090389
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,Cl; DPE,Spin-coating >> CBD,0.9228921470996875,Chlorobenzene,PTAA,NPB,Ca | Al,390.9321148117403,0,60; 100-2.0; 5.0,0.9177435060993068
nip,SLG | FTO,TiO2-c, TiCl4,Spin-coating,PbI2,Thiourea,Spin-coating,0.9811893035679046,Chlorobenzene,PTAA,Li-TFSI; TBP,Au,444.04070024930564,0,100.0-105.0,0.9176567906778298
nip,SLG | FTO,TiO2-c,HCl,Spin-coating,PbI2,GuaI,Spin-coating,0.9559351140929274,Chlorobenzene,PTAA,TPFB,AgAl,112.67050317630272,0,100.0-7.0,0.9174306747641466
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,PbI2; PbBr2,Methimazole,Spin-coating,0.8370687499129056,Diethyl ether,PTAA,F8BT,AgAl,400.64140262300623,0,80.0-120.0,0.9173656856704373
pin,SLG | FTO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Pb,Diiodooctane,Spin-coating,0.7629766138448951,Chlorobenzene,PTAA,F8BT,AgAl,132.3751786058703,0,60; 100-1.0; 7.0,0.9173465016651106
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation,Stoichiometric,Diiodooctane,Spin-coating >> CBD,0.7523626341103633,Chlorobenzene,PTAA,F4-TCNQ,AgAl,88.36568562955303,0,65.0; 100.0-1.0; 5.0,0.9172634833639389
nip,SLG | FTO,SnO2-c,SnCl2; MercaptoPropionic acid; Urea,Spin-coating,PbI2,PVA,Spin-coating,0.7554983660929586,Chlorobenzene,P3HT,Li-TFSI,Al,356.69669315000885,0,100.0-5.0,0.9171806319576646
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,Cl; DPE,Spin-coating >> CBD,0.9090418115236848,Chlorobenzene,PTAA,NPB,Ca | Al,400.6532328437406,0,60; 100-1.0; 2.0,0.9171339998293141
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,none,Cs,Spin-coating,0.7923477073958022,Diethyl ether,PTAA,TAPC,AgAl,2.2310964584540898,0,60; 105-45.0; 70.0,0.9170944883270314
nip,SLG | FTO,TiO2-c,Galliumnitrate hydrate,Spin-coating,PbI2,H2O; Ti3C2Tx,Spin-coating,0.9455949699671514,Ethyl acetate,Spiro-MeOTAD,Li-TFSI,Al,371.21643074386714,0,100; 125-60.0; 15.0,0.9170666588048049
nip,SLG | FTO,TiO2-c,CF3NaO2S,Spin-coating,PbI2,Butanediaminedihydroiodide,Spin-coating,0.9797534747086577,Chlorobenzene,PTAA,Li-TFSI,AgAl,135.7056189492887,0,60.0-2.0,0.9169865831103635
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,PbI2; PbBr2,Rb,Spin-coating,0.7573035009162719,Chlorobenzene,PTAA,F8BT,AgAl,101.82186270014711,0,60.0-90.0,0.9169425606517543
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,HATNA,Spin-coating,0.8426595136333566,Diethyl ether,Spiro-MeOTAD,Li-TFSI; TBP,Au,164.53931208654012,0,65.0-1.0,0.9168638222327241
pin,SLG | ITO,PCBM-60,BaSnO3,Spin-coating,Stoichiometric,Rb,Spin-coating,0.777624654967091,Diethyl ether,PTAA,TAPC,AgAl,89.2319786327315,0,60; 80-2.0; 5.0,0.9168556357269354
pin,SLG | ITO,C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,PbI2; PbBr2,DA2PbI4,Spin-coating,0.8479590446155508,Chlorobenzene,PTAA,TAPC,Ca | Al,454.0190610459483,0,60; 85-1.0; 25.0,0.9167740616543265
nip,SLG | FTO,TiO2-c,NaCl,Spin-coating,Pb,N-Carbon-QDs,Spin-coating,0.7437809574766957,Diethyl ether,Spiro-MeOTAD,JQ3; Li-TFSI; TBP,MoO3 | Au,379.6675453591407,0,100.0-240.0,0.9167276908431612
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,PbI2,ITIC,Spin-coating,0.7705800637475674,Chlorobenzene,PTAA,F8BT,AgAl,111.40752926791994,0,65.0-270.0,0.9167083802286801
