Cell_architecture,Substrate_stack_sequence,ETL_stack_sequence,ETL_additives_compounds,ETL_deposition_procedure,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_none_stoichiometry_components_in_excess,Perovskite_additives_compounds,Perovskite_deposition_procedure,DMF_DMSO,Perovskite_deposition_quenching_media,Perovskite_deposition_quenching_media_additives_compounds,Perovskite_deposition_solvent_annealing,HTL_stack_sequence,HTL_additives_compounds,HTL_deposition_procedure,Backcontact_stack_sequence,Backcontact_thickness_list,Backcontact_deposition_procedure,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE,Perovskite_deposition_solvents_IPA,Perovskite_deposition_thermal_annealing
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating >> CBD,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.92,22.0,0.44,8.91,0,70; 100-30.0; 60.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.85,13.88,0.647,7.65,0,110.0-30.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.75,Chlorobenzene,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.55,15.79,0.362,3.19,0,100.0-15.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.07,20.5,0.752,16.5,0,65; 100-1.0; 2.0
nip,SLG | ITO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.07,23.44,0.7290000000000001,18.3,0,65; 100-1.0; 2.0
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.95,16.85,0.75,11.98,1,90.0-15.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Pb(SCN)2,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.09,20.73,0.675,15.25,0,100.0-10.0
nip,SLG | ITO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Cl,Co-evaporation,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.89,17.85,0.66,8.82,0,80; 100-30.0; 60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,MA,Cl,Co-evaporation,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,MoO3 | Ag,95.0,Evaporation | Evaporation,0.857,14.3,0.495,6.07,0,105.0-120.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,MA,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,MoO3 | Ag,95.0,Evaporation | Evaporation,0.915,17.2,0.537,8.44,0,105.0-120.0
nip,SLG | ITO,C60,Undoped,Evaporation,1,PbI2,Undoped,Spin-coating,0.9,Toluene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.036,19.76,0.634,12.97,0,100.0-10.0
nip,SLG | ITO,ZnO-np,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.9326618168252192,Chlorobenzene,Undoped,0,P3HT,Undoped,Spin-coating,Au,50.0,Evaporation,0.01,1.56,0.29,0.004524,0,90.0-60.0
nip,SLG | ITO,ZnO-np,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> CBD,0.9326618168252192,Chlorobenzene,Undoped,0,P3HT,Undoped,Spin-coating,Au,50.0,Evaporation,0.86,13.4,0.58,6.67,0,90.0-60.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,MA,Cl,Spin-coating >> CBD,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ca | Al,120.0,Evaporation | Evaporation,0.95,20.39,0.8029999999999999,15.55,0,120.0-30.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,MA,Cl,Spin-coating >> CBD,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ca | Al,120.0,Evaporation | Evaporation,0.67,16.34,0.644,9.05,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,MA,Cl,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.9,14.1,0.62,8.1,0,100.0-15.0
nip,SLG | FTO,TiO2-c,Zr,Spin-coating,1,MA,Cl,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.93,14.4,0.67,9.1,0,100.0-15.0
nip,SLG | ITO,TiO2-c,Undoped,E-beam evaporation,1,none,Undoped,Spin-coating >> Spin-coating,0.8333333333333334,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.973,20.9,0.626,12.7,1,130.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,TiCl4 | nan,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.04,21.52,0.672,15.08,0,100.0-10.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,1.04,21.01,0.76,16.61,0,95.0-6.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,180.0,E-beam evaporation,0.88,16.81,0.598,8.84,0,100.0-5.0
nip,SLG | ITO,C60,Undoped,Evaporation,1,none,Cl,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,P3HT,Li-TFSI; TBP,Spin-coating,MoO3 | Ag,107.0,Evaporation | Evaporation,0.99,19.87,0.6940000000000001,13.54,1,100.0-7.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating >> Gas reaction,0.9,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.789,20.6,0.434,7.1,0,100.0-1.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating >> Gas reaction,0.9,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.022,0.8859999999999999,0.628,12.0,0,100.0-15.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating >> Gas reaction,0.9,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.911,22.4,0.626,12.8,0,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.868421052631579,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.04,20.86,0.75,16.31,0,100.0-3.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,MA,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,P3HT,Undoped,Spin-coating,Au,60.0,Evaporation,0.78,12.13,0.507,4.78,0,100.0-5.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,0.925925925925926,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ca | Al,100.0,Evaporation | Evaporation,1.013,16.9,0.639,10.95,1,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,ALD | Spin-coating,1,Pb,Cl,Spin-coating >> Spin-coating,0.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.13,21.3,0.728,17.49,0,100.0-20.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,ALD | Spin-coating,1,Pb,Cl,Spin-coating >> Spin-coating,0.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.13,22.1,0.738,18.47,0,100.0-40.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,ALD | Spin-coating,1,Pb,Cl,Spin-coating >> Spin-coating,0.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.11,21.2,0.7070000000000001,16.62,0,100.0-80.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,ALD | Spin-coating,1,Pb,Cl,Spin-coating >> Spin-coating,0.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.07,20.9,0.7,15.65,0,100.0-100.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,ALD | Spin-coating,1,PbI2,Undoped,Spin-coating >> Spin-coating,0.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.11,21.8,0.713,17.17,0,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,ALD | Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,0.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.05,21.5,0.684,15.44,0,100.0-60.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,MA,Cl,Doctor blading,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.9,16.2,0.66,9.6,0,100.0-30.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,0.7,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.98,17.28,0.603,10.7,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,MA,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.98,18.4,0.68,12.2,0,100.0-35.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.95,17.9,0.51,8.7,0,240.0-0.1
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.93,10.6,0.53,5.2,0,240.0-0.1
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,MA,Cl,Spin-coating >> CBD,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.84,19.58,0.66,10.77,0,90.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Sputtering | Spin-coating,1,none,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.015,16.15,0.679,11.13,1,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Sputtering | Spin-coating,1,MAI,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.03,16.9,0.685,11.92,1,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Sputtering | Spin-coating,1,MAI,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.943,9.11,0.508,4.38,1,100.0-10.0
pin,SLG | FTO,TiO2-c | TiO2-mp,nan | TiCl4,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,1.0,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.91,17.08,0.66,10.2,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,HCl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.04,20.62,0.69,13.6,0,100.0-5.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.03,21.21,0.71,15.51,0,100.0-5.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8979591836734694,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,1.11,21.2,0.73,17.27,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> CBD,0.8979591836734694,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,1.09,20.72,0.72,16.26,0,60; 100-2.0; 10.0
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,1,MA,PbAc2,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.78,19.3,0.59,8.7,0,100.0-5.0
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,1,MA,PbAc2; H2O,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.79,18.8,0.65,9.6,0,100.0-5.0
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,1,MA,PbAc2; H2O,Spin-coating >> CBD,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.89,19.3,0.6,10.3,0,100.0-5.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,MAI,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,90.0,Evaporation,0.79,17.06,0.75,10.24,0,100.0-10.0
nip,SLG | ITO,ZnO-np,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.9230769230769232,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.033,14.88,0.7170000000000001,11.02,0,65.0; 100.0-2.0; 3.0
nip,SLG | ITO,ZnO-np,Undoped,Spin-coating,1,none,PS,Spin-coating,0.9230769230769232,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.044,15.8,0.7440000000000001,12.27,0,65.0; 100.0-2.0; 3.0
nip,SLG | ITO,ZnO-np,Undoped,Spin-coating,1,none,Styrene,Spin-coating,0.9230769230769232,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.995,10.66,0.7140000000000001,7.57,0,65.0; 100.0-2.0; 3.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,MA,Cl,Spin-coating,1.0,Undoped,Undoped,0,P3HT,Undoped,Spin-coating,Ag,100.0,Evaporation,0.91,22.6,0.66,13.7,0,90.0; 120.0-150.0; 20.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,Stoichiometric,Undoped,Spin-coating >> Spin-coating,0.8,Ethyl acetate,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP; FK209,Spin-coating,Au,80.0,Evaporation,1.08,21.51,0.73,17.4,0,100.0-30.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,Stoichiometric,P(EO/EP),Spin-coating >> Spin-coating,0.8,Ethyl acetate,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP; FK209,Spin-coating,Au,80.0,Evaporation,1.07,20.27,0.74,16.03,0,100.0-30.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,Stoichiometric,P(EO/EP),Spin-coating,0.8,Ethyl acetate,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP; FK209,Spin-coating,Au,80.0,Evaporation,1.06,20.16,0.696,14.14,0,100.0-30.0
nip,SLG | ITO,SnO2-np,Undoped,Spin-coating,0,none,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.09,21.9,0.69,16.66,0,100.0-3.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,0,Stoichiometric,Undoped,Spin-coating >> Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.943,20.7,0.716,14.0,0,100.0-20.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,Stoichiometric,Undoped,Spin-coating >> Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,60.0,Evaporation,0.893,20.8,0.421,7.8,0,100.0-60.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.6729999999999999,18.37,0.471,5.82,0,120-45.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Ag,120.0,Evaporation,0.93,19.4,0.63,11.3,0,100.0-5.0
nip,SLG | ITO,TiO2-c,Sn,Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Ag,120.0,Evaporation,0.97,20.6,0.643,12.9,0,100.0-5.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.8,Undoped,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,80.0,Evaporation,1.01,21.3,0.657,14.1,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,nan | TiCl4,Spin-coating | Spin-coating >> CBD,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.6,12.49,0.47,3.5,0,100.0-30.0
nip,SLG | FTO,TiO2-c | TiO2-mp,nan | TiCl4,Spin-coating | Spin-coating >> CBD,1,none,Cl; PbS,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.64,14.17,0.52,4.73,0,100.0-30.0
nip,SLG | FTO,TiO2-c | TiO2-mp,nan | TiCl4,Spin-coating | Spin-coating >> CBD,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.76,16.78,0.43,5.52,0,100.0-5.0
nip,SLG | FTO,TiO2-c | TiO2-mp,nan | TiCl4,Spin-coating | Spin-coating >> CBD,1,none,Cl; PbS,Spin-coating >> CBD,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.87,18.69,0.49,7.88,0,100.0-5.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,0.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.06,21.2,0.738,16.6,1,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Rb,Spin-coating,0.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.06,21.6,0.72,16.5,0,100.0-45.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Rb,Drop-infiltration >> CBD,0.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.977,16.1,0.68,10.7,0,100.0-45.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Rb,Drop-infiltration,0.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.995,16.7,0.71,11.9,0,100.0-45.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating >> Dipp-coating,0.0,Toluene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.02,18.2,0.66,12.3,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,Stoichiometric,Undoped,Drop-infiltration,0.7,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.078,20.42,0.6809999999999999,14.99,0,70; 100-4.0; 10.0
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,CBD | Spin-coating,1,Stoichiometric,Undoped,Spin-coating,0.7,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.088,21.48,0.7340000000000001,17.16,0,70; 100-4.0; 10.0
nip,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,Stoichiometric,Undoped,Spin-coating,0.7,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.075,20.9,0.6940000000000001,15.61,0,70; 100-4.0; 10.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,Stoichiometric,Undoped,Spin-coating,0.7,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.106,21.07,0.7,16.31,0,70; 100-4.0; 10.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,PbI2,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,100.0,Evaporation,1.01,19.9,0.59,11.8,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,MAI,Cl; Hypophosphorous acid,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,200.0,Evaporation,0.929,18.43,0.629,10.75,0,100.0-90.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,MAI,Cl; Hypophosphorous acid,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,200.0,Evaporation,0.939,19.31,0.6859999999999999,12.44,0,25; 100-30.0; 90.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,Stoichiometric,Undoped,Drop-infiltration,0.8915401301518439,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.05,22.62,0.6,12.65,0,110; 25-15.0
pin,SLG | ITO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,1,MAI,Undoped,Spin-coating,0.8,2-Butanol,Undoped,1,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.98,21.48,0.7859999999999999,16.5,0,100.0-15.0
nip,SLG | FTO,TiO2-c,HCl,Spin-coating,1,PbI2,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.86,14.26,0.441,5.41,0,100.0-30.0
nip,SLG | FTO,TiO2-c,HCl,Spin-coating,1,Stoichiometric,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.932,17.5,0.555,9.05,0,100.0-35.0
nip,SLG | FTO,TiO2-c,HCl,Spin-coating,1,MAI,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.855,13.32,0.5329999999999999,6.07,0,100.0-50.0
nip,SLG | FTO,TiO2-c,HCl,Spin-coating,1,MAI,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.855,13.12,0.522,5.91,0,150; 100-5.0; 20.0
nip,SLG | FTO,TiO2-c,HCl,Spin-coating,1,MAI,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.6709999999999999,11.16,0.3329999999999999,2.49,0,150; 100-15.0; 20.0
nip,SLG | FTO,TiO2-c,HCl,Spin-coating,1,MACl,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.03,19.33,0.65,12.95,0,100.0-100.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Ethyl acetate,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.052,21.648000000000003,0.695,15.2,0,65; 100-1.0; 10.0
nip,SLG | FTO,SnO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,90.0,Evaporation,1.09,21.2,0.7,15.27,0,100.0-10.0
