Cell_architecture,Substrate_stack_sequence,ETL_stack_sequence,ETL_additives_compounds,ETL_deposition_procedure,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_none_stoichiometry_components_in_excess,Perovskite_additives_compounds,Perovskite_deposition_procedure,DMF_DMSO,Perovskite_deposition_quenching_media,Perovskite_deposition_quenching_media_additives_compounds,Perovskite_deposition_solvent_annealing,HTL_stack_sequence,HTL_additives_compounds,HTL_deposition_procedure,Backcontact_stack_sequence,Backcontact_thickness_list,Backcontact_deposition_procedure,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE,Perovskite_deposition_solvents_IPA,Perovskite_deposition_thermal_annealing
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.05,19.59,0.68,11.9,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,MAI,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.11,21.62,0.76,16.9,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,2-pyridylthiourea,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.1,22.03,0.75,18.2,0,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.06,21.13,0.69,15.7,0,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,MoO3 | Ag,110.0,Evaporation | Evaporation,0.95,18.18,0.68,11.72,0,110.0-15.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,rGO,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,MoO3 | Ag,110.0,Evaporation | Evaporation,0.95,14.1,0.65,8.69,0,110.0-15.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,rGO-g-PDDT,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,MoO3 | Ag,110.0,Evaporation | Evaporation,0.97,20.92,0.73,14.4,0,110.0-15.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,CuSCN,Undoped,Spin-coating,Au,80.0,Sputtering,0.935,18.39,0.606,10.41,0,100.0-15.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,CuSCN,Spin-coating,1.0,Chlorobenzene,Undoped,0,CuSCN,Undoped,Spin-coating,Au,80.0,Sputtering,0.861,22.18,0.662,12.64,0,100.0-15.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.75,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.075,20.7,0.725,16.1,0,100.0-60.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,0.975,22.0,0.58,12.5,0,110.0-45.0
nip,SLG | FTO,ZnO-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,80.0,Evaporation,0.79,27.25,0.42,10.25,0,100.0-5.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,PbI2,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.97,21.0,0.7,14.25,0,100.0-0.17
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,PbI2,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.9,17.0,0.62,9.48,0,80.0-0.17
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.72,12.0,0.45,3.97,0,100.0-0.17
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.7,12.0,0.45,3.8,0,80.0-0.17
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,MAI,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.95,17.0,0.58,9.36,0,100.0-0.17
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,MAI,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.9,14.0,0.57,7.18,0,80.0-0.17
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Co; Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.928,17.82,0.725,12.1,1,115.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,P3HT,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.99,14.834,0.701,9.4,1,115.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,80.0,Evaporation,0.885,21.4,0.7140000000000001,13.53,0,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PolyTPD,Undoped,Spin-coating,Au,100.0,Evaporation,0.81,17.7,0.552,8.0,0,100.0-45.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,1.07,20.05,0.762,16.2,0,65.0; 100-3.0; 10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,1.006,21.54,0.75,16.03,1,105.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,0.967,18.09,0.728,12.91,1,105.0-60.0
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,150.0,Evaporation,0.9,15.7,0.68,9.88,0,90.0-120.0
nip,SLG | FTO,TiO2-c,Undoped,Spray-pyrolys,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,1.01,22.96,0.74,17.25,0,100.0-30.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,100.0,Evaporation,1.024,17.91,0.672,12.33,0,65.0; 100-1.0; 10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,H2O,Spin-coating,1.0,Chlorobenzene,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.82,17.8,0.69,9.9,0,100.0-30.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.82,18.5,0.68,10.3,0,100.0-30.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.03,22.21,0.67,15.31,0,65.0; 100-1.0; 2.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.09,18.33,0.75,14.86,0,100.0-5.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Sn ,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.07,22.37,0.71,17.11,0,100.0-5.0
nip,SLG | ITO,SnO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,1.06,23.1,0.74,18.1,0,100.0-10.0
nip,SLG | ITO,SnO2-c,Undoped,Spin-coating,1,none,H2O,Spin-coating,0.8,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,1.08,22.9,0.76,18.7,0,100.0-10.0
nip,SLG | ITO,SnO2-c,Undoped,Spin-coating,1,none,SWCNTs,Spin-coating,0.8,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,1.14,23.7,0.72,19.5,0,100.0-10.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,120.0,Evaporation,0.94,20.26,0.68,12.95,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,1.09,18.85,0.68,14.05,0,65; 100-1.0; 60.0
pin,SLG | FTO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Toluene,Undoped,0,NiO-c,Undoped,Spin-coating,Au,100.0,Evaporation,0.94,19.7,0.7120000000000001,13.2,0,100.0-10.0
pin,SLG | FTO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Toluene,Undoped,0,PTAA,Undoped,Spin-coating,Au,100.0,Evaporation,0.98,18.8,0.613,11.3,0,100.0-10.0
nip,SLG | ITO,ZnO-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,70.0,Evaporation,1.11,18.41,0.662,13.52,0,70.0-20.0
nip,SLG | ITO,ZnO-c,Undoped,Spin-coating,1,none,NaYF4:Tb:Er-np,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,70.0,Evaporation,1.11,20.19,0.6940000000000001,15.6,0,70.0-20.0
nip,SLG | FTO,ZnO-c,Undoped,CBD,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.08,20.04,0.695,14.99,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,CBD,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.9,16.98,0.619,9.43,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.64,18.64,0.564,6.68,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Acetate; Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.04,18.6,0.45,8.7,0,100.0-5.0
nip,SLG | ITO,ZnO-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Toluene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.02,16.0,0.578,9.5,0,105.0-5.0
nip,SLG | ITO,ZnO-c,Undoped,Spin-coating,1,none,h-TAc,Spin-coating,1.0,Toluene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.99,16.9,0.6,10.0,0,105.0-5.0
nip,SLG | ITO,ZnO-c,Undoped,Spin-coating,1,none,TiO2,Spin-coating,1.0,Toluene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.97,15.5,0.688,10.4,0,105.0-5.0
nip,SLG | ITO,SnO2-np,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.962,14.0,0.6,8.0,0,110.0-15.0
nip,SLG | ITO,SnO2-np,Undoped,Spin-coating,1,none,PEA,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.977,13.1,0.58,7.6,0,110.0-15.0
nip,SLG | ITO,SnO2-np,Undoped,Spin-coating,1,none,Carbazole-C4,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.926,13.5,0.55,6.6,0,110.0-15.0
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation | Evaporation,1,MA,MAAc,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.847,18.29,0.757,11.74,0,100.0-5.0
nip,SLG | FTO,TiO2-c,Undoped,Spray-pyrolys,1,none,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,120.0,Evaporation,1.01,19.95,0.677,13.64,0,70; 100-1.0; 10.0
nip,SLG | FTO,TiO2-c | TiO2-mp, Li-TFSI,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.9090909090909092,Diethyl ether,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Ag,70.0,Evaporation,1.042,20.63,0.698,15.11,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp, Li-TFSI,Spray-pyrolys | Spin-coating,1,none,CsI,Spin-coating,0.9090909090909092,Diethyl ether,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Ag,70.0,Evaporation,1.045,21.82,0.711,16.21,0,100.0-10.0
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.87,21.29,0.61,11.35,1,100.0-5.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,120.0,Evaporation,0.987,18.72,0.6459999999999999,12.14,0,100.0-5.0
nip,SLG | FTO,TiO2-c,Undoped,Dipp-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,120.0,Evaporation,0.946,19.87,0.6,11.47,0,100.0-5.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.7,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.03,22.38,0.7490000000000001,17.2,0,100.0-10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Chlorobenzene,Undoped,0,NiO-np,Undoped,Spin-coating,Ag,100.0,Evaporation,1.041,20.32,0.6920000000000001,14.62,0,80.0-10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Chlorobenzene,Undoped,0,NiO-np,rGO,Spin-coating,Ag,100.0,Evaporation,1.085,22.81,0.7390000000000001,18.28,0,80.0-10.0
nip,SLG | FTO,ZnO-c,Undoped,Sputtering,1,none,Cl,Spin-coating >> CBD,0.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.03,10.86,0.51,5.7,1,100.0-10.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,1.0,Toluene,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,80.0,Evaporation,0.88,12.51,0.46,5.12,0,100.0-10.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,0.0,Toluene,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,80.0,Evaporation,1.01,16.39,0.75,12.47,0,100.0-10.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,0.6969696969696969,Toluene,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,80.0,Evaporation,1.04,19.0,0.76,15.05,0,100.0-10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,NiO-c,Undoped,Spin-coating,Au,200.0,Evaporation,0.706,16.35,0.35,5.1,0,100.0-90.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,120.0,Evaporation,0.917,19.35,0.603,10.89,0,95.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,120.0,Evaporation,0.932,20.47,0.591,11.48,0,95.0-20.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,120.0,Evaporation,0.931,21.55,0.5920000000000001,12.08,0,95.0-30.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,120.0,Evaporation,1.02,21.65,0.675,15.17,0,95.0-40.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,120.0,Evaporation,0.974,19.71,0.654,12.77,0,95.0-50.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,120.0,Evaporation,0.785,17.5,0.57,7.8,0,100.0-45.0
nip,SLG | FTO,TiO2-c | TiO2-mp,TiCl4 ,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8888888888888888,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,150.0,Evaporation,1.01,19.58,0.439,8.74,0,65; 100-1.0; 2.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.03,22.4,0.578,13.4,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,TiCl4 ,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8575498575498576,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.06,23.643,0.72,18.03,0,130.0-20.0
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,1,none,Undoped,Spin-coating,0.9090909090909092,Chlorobenzene,Undoped,0,PTAA,Undoped,Spin-coating,Au,60.0,Evaporation,0.98,20.5,0.8,16.07,0,100.0-15.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,PbI2,Undoped,Spin-coating,0.7,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,80.0,Evaporation,1.08,21.4,0.72,16.6,0,100.0-10.0
nip,SLG | FTO,TiO2-c,TiCl4,Spin-coating,1,PbI2,Undoped,Spin-coating,0.7,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,80.0,Evaporation,1.11,23.3,0.78,20.2,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,TiCl4 ,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,110.0,Evaporation,0.84,14.5,0.64,7.8,0,100.0-30.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,120.0,Evaporation,0.995,21.6,0.784,16.98,0,100.0-10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,120.0,Evaporation,0.915,20.8,0.772,14.81,0,130.0-10.0
nip,SLG | ITO,TiO2-c,Undoped,Evaporation,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,50.0,Evaporation,0.674,14.37,0.633,6.15,1,100.0-10.0
nip,SLG | ITO,ZnO-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,120.0,Evaporation,1.13,18.65,0.639,13.46,0,100.0-10.0
nip,SLG | ITO,ZnO-c,Undoped,Spin-coating,1,none,NaYF4:Yb:Er-np,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,120.0,Evaporation,1.13,19.6,0.73,16.17,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp, TiCl4,Spin-coating | Spin-coating,1,MA,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.07,18.5,0.782,15.48,0,110.0-90.0
nip,SLG | FTO,TiO2-c | TiO2-mp, TiCl4,Spin-coating | Spin-coating,1,MA,Cl,Spin-coating,1.0,Undoped,Undoped,0,P3HT,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.64,18.5,0.722,8.54,0,110.0-90.0
pin,SLG | FTO,PCBM-60,BaSnO3,Spin-coating,1,none,Undoped,Spin-coating,0.7,Chlorobenzene,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,120.0,Evaporation,0.94,20.5,0.72,13.9,0,100.0-15.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.7,Chlorobenzene,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,120.0,Evaporation,0.96,19.6,0.7,13.2,0,100.0-15.0
nip,SLG | FTO,TiO2-c | TiO2-mp, TiCl4,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.75,17.8,0.62,8.28,0,100.0-30.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,MA,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.91,14.6,0.67,8.9,0,100.0-5.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,MA,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Li-TFSI; TBP,Spin-coating,Ag,35.0,Evaporation,0.88,14.4,0.56,7.1,0,100.0-5.0
pin,SLG | FTO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,0.8333333333333334,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,120.0,Evaporation,0.95,19.97,0.78,14.0,0,140.0-20.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,MAI,Cl,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Ag,150.0,Evaporation,0.97,20.76,0.638,12.84,0,100.0-60.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.7,Chlorobenzene,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.88,18.3,0.6920000000000001,11.4,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,TiCl4 ,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,0.8,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,75.0,Evaporation,0.99,23.5,0.66,15.41,1,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,TiCl4 ,Spin-coating | Spin-coating,1,none,In2-2,Spin-coating >> Spin-coating,0.8,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,75.0,Evaporation,1.01,16.16,0.69,16.16,1,100.0-10.0
